URL;VALID;TASK_ID;TASK_RUN_ID;USER_ID;INFO;REF
AUDIO;True;1833;27050;4764;A lengi Mittagsschtund hets de nid gä nöd ämol zumene Mittagsschläfli hät es greicht. Sofort nachem Ässe isch allzumi ufbroche und isch uf d'Matte und isch das, wo sie am Vormittag gmeht u gworbet ghäbe he, ga cheere denn das isch jetzu firsi ja scho droches gsi;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_5.mp3
AUDIO;True;1833;27873;4832;a längi mittagsstund hetts de nid ge nid emal zumene mittagsschläfli hett es greicht, sofort nachem esse isch als umi ufbroche und isch uf d'matta und isch das wasi am vurmittag gnäht u *** he go cherä denn dass isch jetz uf *** scho troches gsi;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_5.mp3
AUDIO;True;1833;34233;5026;A längi mittagsstund hetts denn nit gäh Nit emal zum ena Mittagsschläfli het es greicht. Sofort nach em Ässe isch alls umhi ufbrocheund isch uf d'Matte und isch das was im Vormittag gmäiht u *** ghäbe hei, ga chere denn das isch jetz uf *** scho troches g'si;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_5.mp3
AUDIO;True;1834;591;1865;da het mer ahgfange, das höi, wosi scho am tag vorher gmeeht hei zämezmache, mit de gable he sie das gschöpft, hetme dem gseet, z huufe ta, und das het längi *** gäh;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_6.mp3
AUDIO;True;1834;18307;4005;"Da hät mer aagfange das Heu, wo scho am Tag vorher gmäht worden isch zäme z mache. Mir ere Gable hät mer das ""gschöpft"" -  hät mer dem gsait - uf en Huufe taa. Und das hät langi Mädli gää.";https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_6.mp3
AUDIO;True;1834;24758;2887;dä hepmu angfange das Höu wa si scho am Taag vorhär gméyt héy zämezmache. Mitte Gable hey si das gschöpft häpme däm gseyt zHuuffe taa und das hét léngi Wälm ggää;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_6.mp3
AUDIO;True;1834;30578;4375;De het mu angfange, das Höw, was sy scho am Daag vorher gmeijt hei, zämmezmache, mit de Gable hei si das gschöpft, het me denn gseet, z Huuffe ta, und das het lengi Wälm gää.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_6.mp3
AUDIO;True;1835;501;1825;D Jungfraue si cho mit de Mit de Ræchæ und hei das Ungattlige Fueder no Gschtræhlt, uf alli site hei sis Abgræchet, dass es schøn Viereggig, viergegget sigi;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_7.mp3
AUDIO;True;1835;1639;1995;die Jungfrauen kamen mit den Rechen und haben das überaus unförmige Fuder gekämmt, das heisst, nach allen Seiten haben sie es abgerechet, dass es schön viereckig, vier-geeckt sei;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_7.mp3
AUDIO;True;1835;1847;2175;D'Junfroue sin cho mit dä Räche und hei das ungätlige Fueder no gstreehlt dass sich alli Site hei der abgrächet dass es schön viereckig viergäggig sigi;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_7.mp3
AUDIO;True;1835;12434;3311;D'Jungfraue sind cho Mit dä Räche und händ da Ungatligä Gfueder no Strählt, da haast uf all Siite händs äs Abgrächet das äs schö Viereggig, vier g'eggeg sig.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_7.mp3
AUDIO;True;1835;15370;3562;d jungfroue si cho mit de räche u hei das ungattlige fueder no gstrehlt, das heisst alli site hei si s abgrächet, dass es schön viereckig, viergegget sigi;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_7.mp3
AUDIO;True;1835;19473;2887;d Jumpfrouwe si choo mittè Räche u héé das unggattlèget Fuèder no gschtréélt das héést allne Sitte abggrächet das es schöön vièreckig vièrgägget sigi;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_7.mp3
AUDIO;True;1835;28927;3225;d Jungfroue si cho mit de mit de Räche und hei das ungattlege Gfueder no gschtrelt das hist uf ale Site hei sis abgrechet, das es schön viereckig , viergecket sigi;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_7.mp3
AUDIO;True;1835;30776;4370;d Jungfroue si cho mit de Räche u he das ungättliged Fueder no gschtreelt das heest sälle Ziite he sis abgrächet das es schön viereckig, viergegget sigi;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_7.mp3
AUDIO;True;1836;11591;3256;wenn z'wätter nid grad sicherst gsi isch, wenn mer gseh het es chönti cho ränä de hetmu das heuw wo mer nöt het chöne i tue hetmu i hüffe zämetrage dene hüffe het mer g'seit birlinge;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_8.mp3
AUDIO;True;1836;14235;3372;Wenn ds Wätter nid grad sichersch gsi isch un me gseh het dass'chennti cho rähne de het mu das Heu wo me nit het chönne itue het mu i Hüüfe zämeträge dene Hüüfe het mu gsei Birlinge.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_8.mp3
AUDIO;True;1836;20646;2887;wän zWätter nid graad s sicherscht gssi isch wämu gse het as chännti cho rääne de häppmu das Höu wome nit hät chänne iituè häpmu i hüüffe zämetraage dene Hüüfe häpmu gséét ****;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_8.mp3
AUDIO;True;1836;20966;4129;Wenn z Wätter nid grad sichersch gsi isch we mu gseh het dass chennti cho rääne de het mu das Heu wo me nid het iitue het mu i Hüüfe zämeträge dene Hüffe het mu gsiit Birlinge;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_8.mp3
AUDIO;True;1836;21278;3914;Wänd s Wätter nid grad sicherscht gsi isch un me gse hät dass es chänti cho rääne de hätmu das Höu wome nid hät chönne itue hätmu i Hüüfä zämmeträge denä Hüüfä het ma gseît: Birrlingä.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_8.mp3
AUDIO;True;1836;34416;2413;wenn z'Wätter nid grad sichers gsi isch und mu gseh het, dass chennti cho rääne, de het mu das Heu, wo me nid het chennu iituë, het mu i Hüüfe zämetraagu dene Hüüfe het mu gseit Birlinge;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_8.mp3
AUDIO;True;1837;5025;2742;de isch ds Heu de dert i dene ********, isch es früsches blübe, isch warms cho, het afe na bitz gääret und we ds schön Wätter cho isch, wemme ***** het het das Heu,  het mer gsee dass das Heu am am feine Gschmack gar nüt verlore het;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_9.mp3
AUDIO;True;1837;6711;3150;De ischts Heu dedeet in dene Dirlinge isches früsches *** isch warm cho het aafong es bitz ggäre und we ts'schön Wätter cho isch und me *** het het das Heu... het me gseh dass das Heu am... am feine Gschmack gaar nüt verlore het;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_9.mp3
AUDIO;True;1837;16485;3767;de isch z'heu dö  dete in dene birlinge isches früsches blübe isch warms cho het aber no es biz gäred und wends schön wetter cho isch we mer gluffe het het das heu het mer gsieh dass das heu am am fäine gschmack gar nüt verlore het;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_9.mp3
AUDIO;True;1837;19292;4182;De isch' d'sHöiw de det idenä birlinä isch äs früschäs Blüba isch warms cho hed abä no abits gäräd Und we d'schön wettär cho äsch wemä d*** weh hät Hed das Höiw, hed mä gsiä, dass das Höiw am am Feinä Gschmack gar nüd verlöre hed;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_9.mp3
AUDIO;True;1837;21673;2413;de isch ds'Höi de det i dene *** isch es früsches blübbe, isch warms cho, het afang e bitz gääret und we ds'schön Wätter cho isch, weme *** het het das Höi, het mu gsee das dfas Höi am, am feine Gschmack gaar nüt verloore het;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_9.mp3
AUDIO;True;1837;22632;2887;dä isch zHöu  dädét i däne Birrlinge isches früsches plübe isch waarms cho hät afen e biz ggääret und wä zschön Wätter cho isch wäme toffe hät hät das Höu häpme gséé das das Höu am am féyne Gschmack gar nüüd vèrloore häd;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_11_speaker1_9.mp3
AUDIO;True;1838;12310;3406;Ja, ja, etz hemer scho bau uusgänds horner U da müessemer eso süferli Ad huustage arbite teiche *** Wiemmer am beschte dermet z'rank chöme;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_1.mp3
AUDIO;True;1838;21584;4336;jaja ez hemmer scho bau usgänds horner u da müässemer ä so süüferli ad hus tage abite teiche u afe e chli z fadeschla z wemmer am beschte demit zrank chöme;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_1.mp3
AUDIO;True;1838;27546;2887;jaja ez hämer scho bal uusgänds Hoorner u da müessemer  aso süüferli ad Hustageaarbite täiche u afe  achli z Fade schlaa wemer am beschte dermit zRank chöme;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_1.mp3
AUDIO;True;1838;33235;2413;jaa, jaa, jetz heimer scho bald usgäänds Horner und da müësse mer so süüferli a d'Uustagearbite deiche u afe e chli z'Fade schlaa wie mer am beschte dermit z'Rank chöme;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_1.mp3
AUDIO;True;1839;3903;2184;Sött, wes nüüt angersch gitt ds Houz de uf dr Saagi sii u mitem Brönnhouz zrüschte isch me bis denn de oue so zemli noche, süsch gets jo de geng öppeno leed Wätter das mrs no cha fertig ubarör.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_2.mp3
AUDIO;True;1839;11991;2413;sött, wes nüüd angersch git, s'Houz de uf der Saagi sii u mit dem Bröünholz z'rüschte isch me bis denn de o eso zimli nache, süsch gits ja de geng öppe no leed Wätter dass me no cha fertig ***;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_2.mp3
AUDIO;True;1839;19165;4127;sött wes nüt anders git sHolz de uf dr Sagi si und mit em Brönnholz zrüschte isch mer bis denn de au eso zimli nache sösch geits ja de geng öpe no  ned Wätter das mer no cha fertig oberör;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_2.mp3
AUDIO;True;1839;21595;4242;sött, wes nüt angersch get s houz de uf der sabi sii u met em brönnhouz z rüschte esch me bis denn de o eso zemli nache sösch gets ja de geng öppe no leed wätter das mes no cha fertig oberö;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_2.mp3
AUDIO;True;1839;22676;4544;Sött, wenns nüt angersch gitt s Holz denn uf de Sagi sii und mit em Brennholz z rüschte isch mer bis denn au so zimli noche, süsch geets jo denn gäng no öppe leed Wetter dass mers no cha fertig uberöhr;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_2.mp3
AUDIO;True;1839;26855;4757;Söll wenns nüt andersch git Sholz den uf dr Sagi si Um mit em brönnholz zrüste isch mer bis Den den o so zimlich nache süsch Gits ja de gäng öppe no lid wätter Das mers no cha fertig aberöhrl;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_2.mp3
AUDIO;True;1839;28419;4825;sött, we s nüt angersch git s holz de uf der sagi si u mit em brönnholz z rüschte isch bis denn de o eso zimli noche, süsch gits ja de geng öppe no leid wätter das mes no cha fertig ubelö.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_2.mp3
AUDIO;True;1839;30663;2887;sött wes nüüt angersch git z Houz dä uf der Saagi sii u mittem Brönnhouz zrüschte isch me bis dänn de o eso zimmli nache. Süsch gits jo dä gäng  öppe no miid  Wätter dasmes no cha fertig uberröör;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_2.mp3
AUDIO;True;1840;3828;2615;Das geht vorderhang scho no ohni euch Wiiber. I ha mer a so deicht, weds Wätter e so zuefahrt, wedt i de zerscht avo brache für Haber, wes jetz no so schön abtrochnet.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1840;3921;2624;Das geit vorderhang scho no ooni öich Wiiber. I hamer eso däicht, we z Wätter eso zuefaar, wetti de zeerscht afa (braache?) für Haber, wes itz no so schön abtrochnet.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1840;12082;3362;daas geit vorderhang schono ohni euch Wiiber. i hamer eso deicht weids wätter eso zuefahrt wetti de zeerscht afa braache für Haber wes iz no so schöön abtrochnet;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1840;12196;3364;das geht vorderhang scho na ohni euchi Wiiber ii hamer eso deicht wäs wätter aso zuefahrt wetti dä zerscht afa brache fa haber wes iz na so schön abdrochned;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1840;15360;3562;Das geit vorderhang scho no ohni euch wiiber, i ha mer eso deicht, we ds wätter eso zuefahrt, wett i de zerscht afa brache für haber wes itz no so schön abtrochnet.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1840;19375;4125;Das geet vordrhang scho no ohni euch Wibr, i ha mr ä so däicht, we z'Wättr ä so zuefahrt, wett i de zersch afa brache für Habr, we's etz no so schön abtrochnet.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1840;20855;2887;das géét vorderhang schono oni öich Wiiber I hamer e so täicht wé zWätter eso zuefaart wetti dä z eerscht afa braache för Haber wés ezna  so schön abtrochnet;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1840;22615;4375;Das geht vorderhang scho no ohni öich Wyber, y ha mer eso däicht, we ds Wätter eso zuefahrt, wett y de zerscht afe braache für Hafer, we s itz no so schön abdrochnet.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1840;28897;4094;Daas geet vorderhand scho no ohni euch Wiiber. I hamer eso deicht, we ds Wätter eso zuefaart, wetti de zeerscht afe braache für Haber, we s iz no so schön abtrochnet.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_3.mp3
AUDIO;True;1841;2817;2443;es isch doch au huustage vergliich Tanne d härme wege däm pflanzig fahre ich han ach säum no auui art gfahre dass der öppä d sach chönne setze u i bode tue weng au ander lüt;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_4.mp3
AUDIO;True;1841;2911;2433;es esch doch au hustage.  De bliich tonnertherme wegen dem pflanzig gfahre i han ech s'öu no aui jahr gfahre, dass der öppe d'sach het chönne setze u i bode tue, wenn au anger lüüt;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_4.mp3
AUDIO;True;1841;19382;4125;Äs isch doch au Hustage dr glich Donnr-Thärme wäge däm Pflanzig-Fahre, i han äch s'ämu no aui Jahr gfahre, dass dr öppe d'Sach heet chönne setze u i Bode tue, wenn au angr Lüt.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_4.mp3
AUDIO;True;1841;28515;2887;äs isch doch au huustage de gliich tonner*** wäge däm Pflanzig faare i hanechs ämu no aui jaar gfaare dasder öpe zach heegchönne setze u i Bode tue wen au anger Lüüt;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_4.mp3
AUDIO;True;1842;4881;2433;Wenn hesch de im Senn, di grossi *** *** Wösch z'mache? ***wäme de scho ned grad eso breecht, weder de d'Wöscherei im *** hättit, wenned med de früeche Hädöpfu ungerewet.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_5.mp3
AUDIO;True;1842;13258;2124;Wenn hesch de im Sinn, di grossi Hustagewösch z mache? As wär mr de scho nid grad eso briicht, we dr de d Wöscherei im Griis hättit wenn ig mit de früeche Härdöpfel ungere wett.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_5.mp3
AUDIO;True;1842;20804;4393;Wenn hesch de im Sinn di grossi Hustagewösch z mache? As wämer de scho nid grad eso priicht we der de d Wöscherei im Griis hätti we nid mit de früeche Härdöpfu ungerä wett.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_5.mp3
AUDIO;True;1842;24143;3817;Wenn hesch de im sinn die grossi ***wösch zmache. As wämmer do scho nid grad *** we dr de d'wöscherei im tris häti, wenn nid mit de früe hädöpfel unnere wett.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_5.mp3
AUDIO;True;1842;24754;2887;wänn häsch dä im Sinn di gross ****wösch zmache? As wämer dä scho nid grad eso préécht weder  Bettwöscherey im Ggréés hättid wäni mitte früeche Häärdöpfu ungere wett;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_5.mp3
AUDIO;True;1842;25327;4640;Wen hesch de im Sinn di gross di Pustägewösch z'mache? As wämer de scho nid grad e so pryf we de Bettwöscherey im Gred hät it wen i jetz e früech e Härdöpfel ungere wet;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_5.mp3
AUDIO;True;1842;27476;4005;Wänn häsch dänn im Sinn die gross Huuswösch z mache? Es chäm mer dänn scho nid grad eso gläge, wänn ihr dänn im Sinn hetted d Wösch z mache, wänn ich d Früeh- härdöpfel wetti setze.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker1_5.mp3
AUDIO;True;1843;431;1639;qwe qwe qwe qwe;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_1.mp3
AUDIO;True;1843;12361;2887;ääh...Där wöörts de  wol öppe vorlööfig no ohni üüs  mache U i bi mitte Flickerej nolang nipfertig U de wettemer dä ono usewäsche bevor z dussewerche zgrächtem afooht;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_1.mp3
AUDIO;True;1843;17482;3854;eh, ir chöts de wohl öppe vorlöfig no ohni üs mache i bi mit dr Flickerei no lang nit fertig u de wette mr de o no Usewäsche bevor z dusse wärche z grächtem afaht;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_1.mp3
AUDIO;True;1843;19174;4167;ää ehr chönts de wohl öbbe forlöfig ohni üs mache e be met de fleckerei no lang ned fertig o de wettemer de o no usewäsche we gats dosse zwärche zgrächtem afaud;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_1.mp3
AUDIO;True;1843;19424;3573;Der chöits de mol öpper voläufig ooni üüs mache,... ...i be met der flleckerei no lang ned fertig, ... ... u de wette mer de o no usewäsche.. ... bevor'z dosse wäge z'grächtem aagoht.;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_1.mp3
AUDIO;True;1843;25856;4727;eeh...dir chööz de woll öppe vorlööfig no ohni üs mache i bi miter Flickerei no lang nid fertig u de wettemer de ono usewäsche bevor ds Dussewächer ds grächtem afat;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_1.mp3
AUDIO;True;1843;28383;4873;Eh, dir chöts de wohlöppe vormöfig no ohni üs mache I bi mit der Flickerei no lang nit fertig U de wettemer de o no usewäsche Bevor z dusse wächer z'grächtem afoht;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_1.mp3
AUDIO;True;1844;435;184;"lk;jklj ;lj ;ljk ;lj ;klj l;j";https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_2.mp3
AUDIO;True;1844;1514;1997;u d pflanzig die wirsch is doch de nadi scho ne öppe churzum wöue fahre dass me d zibele u gäbs de no öppe esmau chönnt i bode tue d grossmueter het aube geng gseet benedikt macht zibele dick;https://dindialaekt.ch/data/transcribe/SDS_CD1_1_13_speaker2_2.mp3
